Transaction ID,Transaction_Date,Product ID,Product Position,Promotion,Product Category,Seasonal,brand,url,sku,name,description,price,currency,terms,section,Quantity,Sold Price per Unit,Total Amount,Manufactured Qty,Actual Selling Price
1145,9/24/2024,118578,End-cap,No,Clothing,Yes,Zara,https://www.zara.com/us/en/suede-strap-sandals-p12707320.html,311302865-804-39,SUEDE STRAP SANDALS,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,49.9,EUR,shoes,MAN,3,30,90,13,30
1146,9/6/2024,174041,End-cap,No,Clothing,No,Zara,https://www.zara.com/us/en/multipiece-sneakers-p12215320.html,311307489-203-39,MULTIPIECE SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with seven pairs of eyelets. Chunky sole with a combination of colors. Retro-inspired design.,49.9,EUR,shoes,MAN,3,25,75,13,25
1147,11/17/2024,127644,Front of Store,No,Clothing,Yes,Zara,https://www.zara.com/us/en/topstitch-sneakers-p12240320.html,311287075-120-39,TOPSTITCH SNEAKERS,Sneakers. Pieces and topstitching at upper. Lacing with six pairs of eyelets. Contrasting slightly chunky soles.,45.9,EUR,shoes,MAN,4,30,120,14,30
1148,5/3/2024,132007,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/retro-sneakers-p12280220.html,276378605-515-39,RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Quilted back piece. Chunky sole. Retro style.,9.99,EUR,shoes,MAN,3,30,90,13,30
1149,5/21/2024,147998,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/retro-high-top-sneakers-p12180220.html,277776476-700-39,RETRO HIGH TOP SNEAKERS,High-top sneakers. Upper in a combination of pieces. Laces with ten pairs of eyelets. Chunky sole.,9.99,EUR,shoes,MAN,3,500,1500,13,500
1150,8/14/2024,176666,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/multi-pieced-retro-sneakers-p12220320.html,313381662-202-39,MULTI-PIECED RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with six pairs of eyelets. Textured chunky soles. Retro style.,45.9,EUR,shoes,MAN,4,300,1200,14,300
1151,2/9/2024,193686,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/tassel-leather-loafers-p12609320.html,311292343-700-39,TASSEL LEATHER LOAFERS,Loafers. Made of leather. Smooth upper with ruching at toe. Decorative fringed tassels at instep. Rounded shape. Welt around upper. Chunky lug soles.,99.9,EUR,shoes,MAN,2,300,600,12,300
1152,1/1/2024,163610,Front of Store,Yes,Clothing,No,Zara,https://www.zara.com/us/en/moc-toe-suede-boots-p12015320.html,311309627-805-39,MOC-TOE SUEDE BOOTS,Suede leather boots. Ridged seam detail at upper. Lacing with two pairs of eyelets. Welt around upper. Slightly chunky sole.,89.9,EUR,shoes,MAN,1,30,30,11,30
1153,5/27/2024,170364,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/strap-sandals-p12765320.html,315851805-800-39,STRAP SANDALS,Sandals with two straps. The thin straps hug the instep. Slightly chunky sole.,45.9,EUR,shoes,MAN,3,50,150,13,50
1154,5/1/2024,167599,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/suede-retro-sneakers-p12309320.html,311292644-400-39,SUEDE RETRO SNEAKERS,Sneakers. Made of leather. Combination of finishes and materials at upper. Lacing with seven pairs of eyelets. Chunky sole in a combination of colors. Retro-inspired design.,59.9,EUR,shoes,MAN,2,50,100,12,50
1155,5/20/2024,166421,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/hiking-boots-p12103320.html,311302552-800-39,HIKING BOOTS,Lace-up boots. Upper in a combination of pieces and finishes. Laces with metal appliqués and seven pairs of eyelets. Welt detail around upper. Rounded shape. Chunky lug soles.,79.9,EUR,shoes,MAN,3,25,75,13,25
1156,6/21/2024,129247,Front of Store,Yes,Clothing,No,Zara,https://www.zara.com/us/en/suede-sneakers-p12502320.html,311302532-102-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Laces with five pairs of eyelets. Chunky soles.,69.9,EUR,shoes,MAN,3,25,75,13,25
1157,6/13/2024,127314,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/faux-shearling-lined-suede-boots-p12050320.html,311287147-723-39,FAUX SHEARLING LINED SUEDE BOOTS,Ankle boots. Made of leather with a suede finish. Faux shearling interior and side detail. Rounded shape. Welt around upper. Back pull tab. Chunky lug soles.,99.9,EUR,shoes,MAN,1,500,500,11,500
1158,10/4/2024,111979,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/chunky-sole-multipiece-sneakers-p12266220.html,311307332-202-39,CHUNKY SNEAKERS,Sneakers. Upper in a combination of pieces and textures. Shoelaces with six pairs of eyelets at different heights. Chunky irregular design soles. Retro-inspired design.,59.9,EUR,shoes,MAN,3,30,90,13,30
1159,2/11/2024,120354,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/double-strap-suede-sandals-p12716320.html,311282293-131-39,DOUBLE STRAP SUEDE SANDALS,Sandals. Made of leather with a suede finish. Two wide straps at instep with buckles. Insole with anatomical shaped footbed. Welt around upper. Chunky lug soles.,59.9,SEK,shoes,MAN,1,25,25,11,25
1160,3/12/2024,144848,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/chunky-sole-canvas-lace-up-boots-p12005320.html,311287149-800-39,CHUNKY SOLE CANVAS LACE-UP BOOTS,High shaft boots. Lacing with eight pairs of eyelets. Back pull tab for ease. Rounded shape. Chunky lug soles.,89.9,SEK,shoes,MAN,1,25,25,11,25
1161,3/19/2024,111957,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/suede-penny-loafers-p12644320.html,311307624-500-39,SUEDE PENNY LOAFERS,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,89.9,SEK,shoes,MAN,1,30,30,11,30
1162,4/29/2024,160763,Front of Store,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/adherent-stripes-sneakers-p12269320.html,311282212-800-39,ADHERENT STRIPES SNEAKERS,Sneakers. Monochromatic. Upper in a combination of pieces. Closure with three adhesive straps. Slightly chunky sole.,45.9,SEK,shoes,MAN,2,500,1000,12,500
1163,7/16/2024,168270,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/multipiece-sneakers-p12318220.html,311292281-203-39,MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Chunky soles with irregular design. Lug soles. Trek style.,69.9,SEK,shoes,MAN,4,25,100,14,25
1164,12/22/2024,195082,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/chunky-sole-high-top-sneakers-p12104320.html,311302515-800-39,CHUNKY SOLE HIGH TOP SNEAKERS,High top sneakers. Lacing with nine pairs of eyelets. Contrasting foxing around the upper. Chunky rubberized soles.,69.9,SEK,shoes,MAN,2,500,1000,12,500
1165,3/20/2024,110329,Front of Store,No,Clothing,Yes,Zara,https://www.zara.com/us/en/contrast-sole-leather-sneakers-p12510320.html,314937773-800-39,CONTRAST SOLE LEATHER SNEAKERS,Sneakers. Made of leather. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Rounded shape. Chunky sole.,69.9,SEK,shoes,MAN,4,300,1200,14,300
1166,12/28/2024,147449,End-cap,No,Clothing,No,Zara,https://www.zara.com/us/en/suede-running-sneakers-p12320320.html,316608794-802-39,SUEDE RUNNING SNEAKERS,Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.,69.9,SEK,shoes,MAN,4,500,2000,14,500
1167,4/20/2024,193332,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/woven-leather-slides-p12708320.html,319205037-800-39,WOVEN LEATHER SLIDES,Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.,49.9,SEK,shoes,MAN,1,50,50,11,50
1168,2/2/2024,146804,Aisle,Yes,Clothing,No,Zara,https://www.zara.com/us/en/suede-sneakers-p12216320.html,311307495-131-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.,69.9,SEK,shoes,MAN,3,50,150,13,50
1169,8/1/2024,188909,Aisle,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/asymmetric-cropped-knit-sweater-p06771149.html,336449731-712-1,ASYMMETRIC CROPPED KNIT SWEATER,Woven V-neckline long sleeve sweater. Asymmetric hem.,39.9,SEK,sweaters,WOMAN,1,500,500,11,500
1170,7/28/2024,165910,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/knit-sweater-with-pearls-p02142249.html,313890651-712-2,KNIT SWEATER WITH PEARLS,Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.,69.9,SEK,sweaters,WOMAN,3,50,150,13,50
1171,6/19/2024,136738,Front of Store,No,Clothing,Yes,Zara,https://www.zara.com/us/en/high-collar-knit-sweater-p01509118.html,287414911-803-2,HIGH COLLAR KNIT SWEATER,Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.,7.99,SEK,sweaters,WOMAN,4,300,1200,14,300
1172,10/5/2024,144497,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/striped-knit-sweater-p06427115.html,342171615-104-2,STRIPED KNIT SWEATER,Sweater with high collar and long sleeves. Front zip closure.,49.9,SEK,sweaters,WOMAN,1,30,30,11,30
1173,8/27/2024,135036,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/cable-knit-metallic-sweater-p04369103.html,314152967-485-2,CABLE KNIT METALLIC SWEATER,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,49.9,SEK,sweaters,WOMAN,3,50,150,13,50
1174,8/1/2024,166331,Aisle,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html,324186867-642-2,ASYMMETRICAL WOOL AND SILK BLEND SWEATER,Wool and silk blend sweater. Asymmetric neckline and long sleeves.,59.9,KRW,sweaters,WOMAN,2,50,100,12,50
1175,2/1/2024,139789,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/wool-and-cashmere-blend-rib-sweater-p02893054.html,316900618-809-2,WOOL AND CASHMERE BLEND RIB SWEATER,Sweater made with 80% wool and 20% cashmere. Round neck and long sleeves.,69.9,KRW,sweaters,WOMAN,3,500,1500,13,500
1176,4/16/2024,118569,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/alpaca-and-wool-blend-tie-dye-knit-sweater-p02142220.html,313890645-330-2,ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,Sweater made with 31% wool and 28% alpaca. Round neck and long sleeves.,49.9,KRW,sweaters,WOMAN,1,300,300,11,300
1177,8/4/2024,155848,End-cap,Yes,Clothing,No,Zara,https://www.zara.com/us/en/mock-neck-wool-and-silk-blend-knit-top-p09598125.html,324597432-800-2,MOCK NECK WOOL AND SILK BLEND KNIT TOP,Wool and silk blend top. High collar and long sleeves.,49.9,KRW,sweaters,WOMAN,2,30,60,12,30
1178,7/19/2024,152563,Front of Store,No,Clothing,Yes,Zara,https://www.zara.com/us/en/cashmere-blend-knit-sweater-p02893169.html,313890686-731-2,CASHMERE BLEND KNIT SWEATER,Sweater made with 95% cashmere. V-neck and long sleeves. Rib trim.,169,KRW,sweaters,WOMAN,3,500,1500,13,500
1179,10/27/2024,115153,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/alpaca-blend-open-knit-sweater-p05755132.html,313890650-712-2,ALPACA BLEND OPEN KNIT SWEATER,Sweater made with 63% alpaca. Round neck and long sleeves.,79.9,KRW,sweaters,WOMAN,3,500,1500,13,500
1180,12/23/2024,125938,Aisle,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/oversized-knit-sweater-p09598288.html,313890680-450-2,OVERSIZED KNIT SWEATER,Sweater made with 20% wool and 17% alpaca. Crew neck and long sleeves. Tonal rib trim.,49.9,KRW,sweaters,WOMAN,3,300,900,13,300
1181,1/11/2024,122809,End-cap,No,Clothing,Yes,Zara,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html,344575855-982-2,WOOL BLEND KNIT SWEATER,Sweater made with 31% wool. Round neck and long sleeves. Rib trim.,49.9,KRW,sweaters,WOMAN,3,30,90,13,30
1182,10/22/2024,181502,Front of Store,Yes,Clothing,No,Zara,https://www.zara.com/us/en/soft-jewel-sweater-p02298153.html,323175653-803-2,SOFT JEWEL SWEATER,Sweater made of soft touch fabric. Round neckline with jewel appliqués and long sleeves.,39.9,KRW,sweaters,WOMAN,3,300,900,13,300
1183,7/14/2024,182779,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/faux-fur-jewel-sweater-p07901339.html,324814227-400-2,FAUX FUR JEWEL SWEATER,Round neck short sleeve sweater. Soft feel faux fur fabric. Jewel appliqués.,35.9,KRW,sweaters,WOMAN,2,30,60,12,30
1184,9/2/2024,155674,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/metal-bead-knit-sweater-p03920018.html,323218942-800-2,METAL BEAD KNIT SWEATER,Round neck long sleeve sweater. Side slit at hem with metal bead appliqués.,49.9,KRW,sweaters,WOMAN,4,300,1200,14,300
1185,1/4/2024,182866,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/knit-sweater-with-buttons-p08851131.html,313890656-800-2,KNIT SWEATER WITH BUTTONS,Basic sweater with round neck and long sleeves. Side button details at shoulders.,39.9,KRW,sweaters,WOMAN,2,500,1000,12,500
1186,6/30/2024,148230,Front of Store,Yes,Clothing,No,Zara,https://www.zara.com/us/en/jewel-knit-sweater-p05755005.html,321480271-802-2,JEWEL KNIT SWEATER,Round neck sweater with jewel appliqués and long sleeves. Back opening with button closure.,59.9,KRW,sweaters,WOMAN,2,500,1000,12,500
1187,6/2/2024,126979,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/knit-sweater-with-piping-p05536151.html,311297787-806-1,KNIT SWEATER WITH PIPING,Round neck long sleeve sweater. Contrasting piping detail. Rib trim.,49.9,KRW,sweaters,WOMAN,2,25,50,12,25
1188,7/19/2024,135521,End-cap,No,Clothing,Yes,Zara,https://www.zara.com/us/en/fine-knit-crop-sweater-p09598029.html,322677494-446-1,FINE KNIT CROP SWEATER,Cropped fine knit sweater with round neck and long sleeves.,39.9,KRW,sweaters,WOMAN,4,50,200,14,50
1189,8/3/2024,185809,End-cap,No,Clothing,No,Zara,https://www.zara.com/us/en/knit-sweater-with-rips-p00021110.html,313890688-330-1,KNIT SWEATER WITH RIPS,Round neck long sleeve sweater. Openwork detail with rips.,49.9,USD,sweaters,WOMAN,1,300,300,11,300
1190,10/3/2024,171520,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/gathered-waist-knit-sweater-p05536012.html,322451460-800-1,GATHERED WAIST KNIT SWEATER,Round neck long sleeve sweater. Fitted waist with side ruching.,47.9,USD,sweaters,WOMAN,4,25,100,14,25
1191,10/7/2024,122926,End-cap,No,Clothing,No,Zara,https://www.zara.com/us/en/knit-v-neck-sweater-p06771003.html,319465261-800-2,KNIT V-NECK SWEATER,V-neck sweater with long sleeves. Rib trim.,45.9,USD,sweaters,WOMAN,2,50,100,12,50
1192,11/5/2024,150953,Front of Store,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/basic-foil-knit-sweater-p00506101.html,317331009-312-2,BASIC FOIL KNIT SWEATER,Round neck long sleeve sweater. Rib trim.,35.9,USD,sweaters,WOMAN,3,300,900,13,300
1193,4/23/2024,115873,End-cap,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/contrast-topstitching-crop-knit-sweater-p09598003.html,311297400-803-1,CONTRAST TOPSTITCHING CROP KNIT SWEATER,V-neck cropped sweater with long sleeves. Front patch pockets. Contrast topstitching.,59.9,USD,sweaters,WOMAN,3,30,90,13,30
1194,9/7/2024,115581,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/striped-crop-knit-sweater-p06771158.html,336449779-104-1,STRIPED CROP KNIT SWEATER,Long sleeve high collar cropped sweater. Frayed hem.,47.9,USD,sweaters,WOMAN,2,50,100,12,50
1195,4/23/2024,183634,Front of Store,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/basic-knit-sweater-p01509115.html,324593343-043-2,BASIC KNIT SWEATER,Long sleeve round neck sweater. Side vents at hem. Rib trim.,27.9,USD,sweaters,WOMAN,3,500,1500,13,500
1196,5/20/2024,122484,Aisle,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/v-neck-knit-sweater-p03519001.html,319473750-809-1,V-NECK KNIT SWEATER,V-neck sweater with long sleeves. Side vents at hem.,47.9,USD,sweaters,WOMAN,2,25,50,12,25
1197,8/12/2024,183574,Aisle,Yes,Clothing,Yes,Zara,https://www.zara.com/us/en/foil-knit-crop-sweater-p06771001.html,331789902-808-1,FOIL KNIT CROP SWEATER,Ribbed sweater with round neck and long sleeves. Ripped hem.,47.9,USD,sweaters,WOMAN,3,50,150,13,50
1198,9/6/2024,185307,Front of Store,No,Clothing,Yes,Zara,https://www.zara.com/us/en/basic-100-wool-sweater-p02893106.html,300250126-401-2,BASIC 100% WOOL SWEATER,Sweater made of 100% wool. Round neck and long sleeves. Ribbed trim.,7.99,USD,sweaters,WOMAN,4,50,200,14,50
1199,1/15/2024,118719,End-cap,No,Clothing,Yes,Zara,https://www.zara.com/us/en/colorblock-knit-crop-sweater-p05536008.html,320052978-401-2,COLORBLOCK KNIT CROP SWEATER,Short sweater with round neck and long sleeves.,45.9,USD,sweaters,WOMAN,1,500,500,11,500
1200,7/19/2024,134788,Front of Store,No,Clothing,No,Zara,https://www.zara.com/us/en/fine-knit-sweater-p09598045.html,324722597-400-2,FINE KNIT SWEATER,V-neck sweater with long sleeves.,45.9,USD,sweaters,WOMAN,1,300,300,11,300
1201,6/22/2024,140142,Front of Store,Yes,Clothing,No,Zara,https://www.zara.com/us/en/knit-open-back-pearly-sweater-p04331152.html,328207551-500-2,KNIT OPEN BACK PEARLY SWEATER,High collar sweater with long sleeves. Open back detail and pearl appliqués. Back button closure.,49.9,USD,sweaters,WOMAN,4,30,120,14,30
1202,12/9/2024,153997,End-cap,No,Clothing,Yes,Zara,https://www.zara.com/us/en/knit-pearl-sweater-p04331165.html,318131967-800-2,KNIT PEARL SWEATER,Round neck long sleeve sweater. Tonal pearl appliqués and open back with tie.,45.9,USD,sweaters,WOMAN,4,500,2000,14,500
1203,12/14/2024,123230,Aisle,No,Clothing,Yes,Zara,https://www.zara.com/us/en/striped-textured-overshirt-p04179056.html,324027512-064-2,STRIPED TEXTURED OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,69.9,USD,jackets,MAN,2,30,60,12,30
1204,7/27/2024,154676,Aisle,No,Clothing,No,Zara,https://www.zara.com/us/en/fleece-overshirt-p01248320.html,311292623-712-97,FLEECE OVERSHIRT,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,69.9,USD,jackets,MAN,2,300,600,12,300
